rnbqkbnr/pp1p1ppp/4p3/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 1,['c2c4'],[2]
rnbqkb1r/pp2pppp/2p2n2/3P4/8/6P1/PP1PPPBP/RNBQK1NR b KQkq - 0 1,['c6d5'],[2]
rnbqkb1r/pp2pppp/5n2/3p4/8/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 1,"['d2d4', 'g1f3']","[1, 1]"
rnbqkb1r/pp2pppp/5n2/3p4/3P4/6P1/PP2PPBP/RNBQK1NR b KQkq d3 0 1,['c8f5'],[1]
rn1qkb1r/ppp1pppp/8/3p1b2/3PnB2/3BP3/PPP2PPP/RN1QK1NR b KQkq - 0 1,['e7e6'],[3]
rnbqkbnr/pp2pppp/8/2pp2B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq c6 0 1,"['d4c5', 'e2e4', 'e2e3']","[1, 1, 1]"
rnbqkbnr/pp2pppp/8/2Pp2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq - 0 1,['f7f6'],[1]
rnbqkbnr/pp2p1pp/5p2/2Pp2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq - 0 1,['g5h4'],[1]
rnbqkbnr/pp2p1pp/5p2/2Pp4/7B/8/PPP1PPPP/RN1QKBNR b KQkq - 0 1,['e7e5'],[1]
rnbqkbnr/pp4pp/5p2/2Ppp3/7B/8/PPP1PPPP/RN1QKBNR w KQkq e6 0 1,['e2e4'],[1]
rnbqkbnr/pp4pp/5p2/2Ppp3/4P2B/8/PPP2PPP/RN1QKBNR b KQkq e3 0 1,['d5e4'],[1]
rnq1kb1r/ppp1pppp/5n2/3p1bB1/3P4/1QP2N2/PP2PPPP/RN2KB1R b KQkq - 0 1,['b8d7'],[2]
rnbqkb1r/pp2pppp/2p2n2/3P4/4P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 1,['c6d5'],[1]
rnbqkb1r/pp2pppp/5n2/3p4/4P3/2N5/PP1P1PPP/R1BQKBNR w KQkq - 0 1,['e4e5'],[1]
rnbqkb1r/pp2pppp/5n2/3pP3/8/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 1,['f6d7'],[1]
rnb1k1nr/ppppqppp/4p3/8/1bPP4/6P1/PP1BPP1P/RN1QKBNR b KQkq - 0 1,"['g8f6', 'b8c6', 'f7f5']","[4, 2, 1]"
r1bqkb1r/ppp2ppp/2np1n2/4p3/2P5/P1N1P3/1P1P1PPP/R1BQKBNR w KQkq - 0 1,['b2b4'],[1]
r1bqkb1r/ppp2ppp/2np1n2/4p3/1PP5/P1N1P3/3P1PPP/R1BQKBNR b KQkq b3 0 1,['g7g6'],[1]
r2qkbnr/pppn1ppp/3p4/4p3/2PP2b1/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 1,"['g8f6', 'g4f3']","[5, 1]"
rnbqkb1r/p1pp1ppp/1p2pn2/6B1/3P4/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 1,"['g1f3', 'f1d3', 'b1d2']","[1, 1, 1]"
rnbqkb1r/p1pp1ppp/1p2pn2/6B1/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 1,['c8b7'],[4]
rn1qkb1r/pbpp1ppp/1p2pn2/6B1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 1,['c7c5'],[1]
rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP1NPPPP/R1BQKBNR b KQkq - 0 1,"['d7d6', 'b5c4', 'g7g6']","[2, 8, 4]"
rnbqkb1r/p3pppp/3p1n2/1ppP4/2P5/8/PP1NPPPP/R1BQKBNR w KQkq - 0 1,['e2e4'],[2]
rnbqkb1r/p3pppp/3p1n2/1ppP4/2P1P3/8/PP1N1PPP/R1BQKBNR b KQkq e3 0 1,['b5c4'],[2]
rnbqkbnr/p1pp1ppp/1p2p3/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 1,['c8b7'],[1]
rn1qkbnr/pbpp1ppp/1p2p3/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 1,['g1f3'],[1]
rnbqkb1r/pp1ppppp/8/2p3B1/3Pn2P/8/PPP1PPP1/RN1QKBNR w KQkq c6 0 1,"['d4c5', 'd4d5']","[9, 1]"
rnbqkb1r/pp1ppppp/8/2P3B1/4n2P/8/PPP1PPP1/RN1QKBNR b KQkq - 0 1,"['d8a5', 'b8c6', 'b8a6', 'h7h6']","[2, 4, 1, 2]"
rnb1kb1r/pp1ppppp/8/q1P3B1/4n2P/8/PPP1PPP1/RN1QKBNR w KQkq - 0 1,['b1d2'],[2]
rnb1kb1r/pp1ppppp/8/q1P3B1/4n2P/8/PPPNPPP1/R2QKBNR b KQkq - 0 1,['e4g5'],[2]
rnbqkbnr/ppp1p1pp/5p2/3p4/3P3B/8/PPP1PPPP/RN1QKBNR b KQkq - 0 1,"['b8c6', 'g8h6']","[4, 4]"
r1bqkbnr/ppp1p1pp/2n2p2/3p4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq - 0 1,['e2e3'],[4]
r1bqkbnr/ppp1p1pp/2n2p2/3p4/3P3B/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 1,['g8h6'],[4]
r1bqkb1r/ppp1p1pp/2n2p1n/3p4/3P3B/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 1,['f1d3'],[4]
r1bqkb1r/ppp1p1pp/2n2p1n/3p4/3P3B/3BP3/PPP2PPP/RN1QK1NR b KQkq - 0 1,['h6f5'],[4]
rnbqkb1r/ppp1p1pp/5p1n/3p4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq - 0 1,['e2e3'],[4]
rnbqkb1r/ppp1p1pp/5p1n/3p4/3P3B/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 1,['h6f5'],[4]
rnbqkb1r/ppp1p1pp/5p2/3p1n2/3P3B/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 1,['h4g3'],[4]
rnbqkb1r/ppp1p1pp/5p2/3p1n2/3P4/4P1B1/PPP2PPP/RN1QKBNR b KQkq - 0 1,['h7h5'],[4]
rnbqkb1r/p1pppppp/1p3n2/8/8/3P1NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 1,"['c8b7', 'd7d5']","[1, 1]"
rn1qkb1r/pbpppppp/1p3n2/8/8/3P1NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 1,['e2e4'],[1]
rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P1NP1/PPP2P1P/RNBQKB1R b KQkq e3 0 1,['c7c5'],[1]
rn1qkb1r/pb1ppppp/1p3n2/2p5/4P3/3P1NP1/PPP2P1P/RNBQKB1R w KQkq c6 0 1,['f1g2'],[1]
rn1qkb1r/pb1ppppp/1p3n2/2p5/4P3/3P1NP1/PPP2PBP/RNBQK2R b KQkq - 0 1,['d7d6'],[2]
rnbqkb1r/pp1p1pp1/4pB1p/2p5/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 1,['d8f6'],[1]
rnbqkb1r/p2p1ppp/1p2pn2/2p5/2P5/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 0 1,['d2d4'],[4]
rn1qkb1r/pb1ppppp/5n2/1ppP4/2P5/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,['b5b4'],[2]
rnbqk2r/pppp1pp1/4pn1p/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKB1R w KQkq - 0 1,['h1g1'],[5]
rnbqk2r/pppp1pp1/4pn1p/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKBR1 b Qkq - 0 1,"['b7b6', 'b8c6']","[4, 1]"
rnbqkb1r/ppp2ppp/3p1n2/4p3/2P5/2NPP3/PP3PPP/R1BQKBNR b KQkq - 0 1,['c7c6'],[1]
rnbqkb1r/pp3ppp/2pp1n2/4p3/2P5/2NPP3/PP3PPP/R1BQKBNR w KQkq - 0 1,['g1f3'],[1]
rnbqkb1r/pp3ppp/2pp1n2/4p3/2P5/2NPPN2/PP3PPP/R1BQKB1R b KQkq - 0 1,['g7g6'],[1]
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,['g2g3'],[1]
r1bqkb1r/pppn1ppp/4pn2/3p4/2PP4/P3PN2/1P3PPP/RNBQKB1R b KQkq - 0 1,['c7c6'],[1]
rnbqkbnr/1p2pppp/p7/2pp4/8/BP2PN2/P1PP1PPP/RN1QKB1R b KQkq - 0 1,['e7e6'],[1]
rnbqkbnr/1p3ppp/p3p3/2pp4/8/BP2PN2/P1PP1PPP/RN1QKB1R w KQkq - 0 1,['d2d4'],[1]
rnbqkbnr/1p3ppp/p3p3/2pp4/3P4/BP2PN2/P1P2PPP/RN1QKB1R b KQkq d3 0 1,['b8d7'],[1]
rn1qkbnr/pp2pppp/2p5/3P1b2/3P4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 1,['c6d5'],[4]
rn1qkbnr/pp2pppp/8/3p1b2/3P4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 1,['d1b3'],[4]
rn1qkbnr/pp2pppp/8/3p1b2/3P4/1Q2P3/PP3PPP/RNB1KBNR b KQkq - 0 1,"['d8c7', 'd8c8']","[3, 1]"
r1bqk2r/pppp1ppp/2n2n2/4p3/1bP5/P1N3P1/1P1PPPBP/R1BQK1NR b KQkq - 0 1,['b4c3'],[1]
rn1qkbnr/pp1bpppp/3p4/1Bp5/P3P3/2N5/1PPP1PPP/R1BQK1NR b KQkq a3 0 1,['b8c6'],[1]
r2qkbnr/pp1bpppp/2np4/1Bp5/P3P3/2N5/1PPP1PPP/R1BQK1NR w KQkq - 0 1,['d2d3'],[1]
r2qkbnr/pp1bpppp/2np4/1Bp5/P3P3/2NP4/1PP2PPP/R1BQK1NR b KQkq - 0 1,['g7g6'],[1]
rnbqkb1r/ppp1pppp/3p1n2/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 1,['g1f3'],[2]
rnbqkbnr/1pp2ppp/p3p3/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 1,['d5c4'],[3]
rnbqkbnr/1pp2ppp/p3p3/8/2pP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 1,['f1g2'],[3]
rnbqkbnr/1pp2ppp/p3p3/8/2pP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 0 1,"['c7c5', 'b7b5']","[1, 2]"
rn1qkbnr/ppp2ppp/4b3/4p3/3pP3/6N1/PPPP1PPP/R1BQKBNR w KQkq - 0 1,['f1e2'],[1]
rn1qkbnr/ppp2ppp/4b3/4p3/3pP3/6N1/PPPPBPPP/R1BQK1NR b KQkq - 0 1,['g8f6'],[1]
rnbqkbnr/ppp1pp1p/6p1/8/2Pp4/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 1,"['f1g2', 'd2d3', 'b2b4']","[5, 2, 2]"
rnbqkbnr/ppp1pp1p/6p1/8/2Pp4/5NP1/PP1PPPBP/RNBQK2R b KQkq - 0 1,['f8g7'],[5]
rnbqk1nr/ppp1ppbp/6p1/8/2Pp4/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 1,"['e1h1', 'd2d3']","[5, 1]"
rnbqk1nr/ppp1ppbp/6p1/8/2Pp4/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 0 1,"['c7c5', 'e7e5', 'b8c6']","[2, 2, 1]"
rnbqkb1r/pp2pppp/8/2pn4/Q7/2N2N2/PP1PPPPP/R1B1KB1R b KQkq - 0 1,['b8c6'],[2]
rn1qkb1r/pbpppppp/1p3n2/8/3PP3/3B4/PPPN1PPP/R1BQK1NR b KQkq - 0 1,['e7e6'],[2]
rn1qkb1r/pbpp1ppp/1p2pn2/8/3PP3/3B4/PPPN1PPP/R1BQK1NR w KQkq - 0 1,"['g1f3', 'g1e2']","[1, 1]"
rn1qkb1r/pbpp1ppp/1p2pn2/8/3PP3/3B1N2/PPPN1PPP/R1BQK2R b KQkq - 0 1,['c7c5'],[1]
rnbqkb1r/p2ppppp/5n2/2pP4/1pP5/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 1,['g7g6'],[2]
rnbqkb1r/pp1ppppp/8/2p5/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq c6 0 1,"['f2f3', 'b1d2']","[4, 2]"
rnbqkb1r/pp1ppppp/8/2p5/3Pn2B/5P2/PPP1P1PP/RN1QKBNR b KQkq - 0 1,['g7g5'],[4]
rnbqkb1r/pp1ppp1p/8/2p3p1/3Pn2B/5P2/PPP1P1PP/RN1QKBNR w KQkq g6 0 1,['f3e4'],[4]
rnbqkb1r/pp1ppp1p/8/2p3p1/3PP2B/8/PPP1P1PP/RN1QKBNR b KQkq - 0 1,['g5h4'],[4]
r1b1kb1r/ppqppppp/2B2n2/2p5/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,['d7c6'],[2]
rn1qkbnr/pbpp1p1p/1p2p1p1/8/2PPP3/P1N5/1P3PPP/R1BQKBNR b KQkq e3 0 1,['f8g7'],[3]
rnbqkb1r/pppp1p1p/8/4P1p1/2P2Bn1/8/PP2PPPP/RN1QKBNR w KQkq g6 0 1,"['f4g3', 'f4d2']","[10, 2]"
rnbqkb1r/pppp1p1p/8/4P1p1/2P3n1/6B1/PP2PPPP/RN1QKBNR b KQkq - 0 1,"['f8g7', 'b8c6']","[6, 4]"
rnbqk2r/ppp2ppp/3ppn2/8/1bPP4/2N5/PPQBPPPP/R3KBNR b KQkq - 0 1,"['c7c5', 'b8d7', 'b8c6']","[1, 1, 1]"
rn1qkb1r/pb1ppppp/1p3n2/2p5/2P5/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 0 1,['d2d4'],[2]
rn1qkb1r/pb1ppppp/1p3n2/2p5/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq d3 0 1,['c5d4'],[2]
rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'e7e5']","[2, 1]"
rnbqkbnr/ppp1pppp/8/3p4/8/5P2/PPPPP1PP/RNBQKBNR w KQkq d6 0 1,['e1f2'],[2]
rnbqkbnr/ppp1pppp/8/3p4/8/5P2/PPPPPKPP/RNBQ1BNR b kq - 0 1,['e7e5'],[2]
rnbqkbnr/ppp2ppp/8/3pp3/8/5P2/PPPPPKPP/RNBQ1BNR w kq e6 0 1,['f2g3'],[2]
rnbqkbnr/ppp2ppp/8/3pp3/8/5PK1/PPPPP1PP/RNBQ1BNR b kq - 0 1,['b8c6'],[2]
r1bqkbnr/ppp2ppp/2n5/3pp3/8/5PK1/PPPPP1PP/RNBQ1BNR w kq - 0 1,['f3f4'],[2]
r1bqkbnr/ppp2ppp/2n5/3pp3/5P2/6K1/PPPPP1PP/RNBQ1BNR b kq - 0 1,['e5f4'],[2]
r1bqkbnr/ppp2ppp/2n5/3p4/5p2/6K1/PPPPP1PP/RNBQ1BNR w kq - 0 1,['g3f4'],[2]
r1bqkbnr/ppp2ppp/2n5/3p4/5K2/8/PPPPP1PP/RNBQ1BNR b kq - 0 1,['f8d6'],[2]
rn1qkbnr/pp2pppp/2p1b3/8/2pP4/2N1P3/PP2NPPP/R1BQKB1R b KQkq - 0 1,"['b7b5', 'g8f6']","[1, 1]"
rnbqk2r/ppppbppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 1,"['c1f4', 'b1c3']","[1, 1]"
rnbqk2r/ppppbppp/4pn2/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 1,['d7d5'],[1]
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/5N2/PP2PPPP/RN1QKB1R w KQkq d6 0 1,['e2e3'],[1]
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 1,['e8h8'],[1]
r1bqkb1r/ppp2ppp/2n1pn2/3p2B1/2PP4/P4N2/1P2PPPP/RN1QKB1R b KQkq - 0 1,['f8e7'],[2]
r1bqkb1r/pp2pppp/2np1n2/2p5/3PP3/2N3P1/PPP1NP1P/R1BQKB1R b KQkq d3 0 1,['c5d4'],[2]
r1bqkb1r/ppp1pppp/2n2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,"['d5c4', 'e7e6', 'c8g4']","[2, 1, 1]"
rnbqk2r/ppp2ppp/3ppn2/8/1bPP4/P4N2/1P1NPPPP/R1BQKB1R b KQkq - 0 1,['b4d2'],[1]
rnbqk2r/pppp1ppp/5n2/4p3/1bP5/2N3P1/PPQPPP1P/R1B1KBNR b KQkq - 0 1,['e8h8'],[2]
rnbq1rk1/pppp1ppp/5n2/4p3/1bP5/2N3P1/PPQPPP1P/R1B1KBNR w KQ - 0 1,['f1g2'],[2]
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/P4N2/1PP1PPPP/RNBQKB1R w KQkq - 0 1,['c2c4'],[1]
rn1qkb1r/ppp1pppp/5n2/3p1b2/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq c3 0 1,['c7c6'],[1]
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/P4N2/1P2PPPP/RNBQKB1R w KQkq - 0 1,['c4d5'],[1]
rn1qkb1r/pp2pppp/2p2n2/3P1b2/3P4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 0 1,['c6d5'],[1]
rnbqkbnr/ppp3pp/4p3/3p1p2/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq f6 0 1,"['c1f4', 'g2g3', 'c1g5']","[2, 3, 1]"
rnbqkbnr/ppp3pp/4p3/3p1p2/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 1,"['g8f6', 'c7c6']","[1, 1]"
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP1B2/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 1,['e2e3'],[1]
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 1,['f8d6'],[1]
rnbqkb1r/pp2pppp/3p1n2/2p5/4PP2/2N5/PPPPN1PP/R1BQKB1R b KQkq f3 0 1,"['a7a6', 'e7e5']","[9, 10]"
rnbqkb1r/1p2pppp/p2p1n2/2p5/4PP2/2N5/PPPPN1PP/R1BQKB1R w KQkq - 0 1,"['d2d3', 'g2g3']","[8, 3]"
rnbqkb1r/1p2pppp/p2p1n2/2p5/4PP2/2NP4/PPP1N1PP/R1BQKB1R b KQkq - 0 1,"['g7g6', 'b8c6']","[6, 2]"
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N3P1/PP3P1P/R1BQKBNR b KQkq - 0 1,"['c7c5', 'e8h8']","[2, 4]"
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 1,"['f2f4', 'g2g3']","[2, 2]"
rnbqkbnr/pp1ppp1p/6p1/2p5/4PP2/3P4/PPP3PP/RNBQKBNR b KQkq f3 0 1,['f8g7'],[2]
rnbqk1nr/pp1pppbp/6p1/2p5/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq - 0 1,['g1f3'],[2]
rnbqk1nr/pp1pppbp/6p1/2p5/4PP2/3P1N2/PPP3PP/RNBQKB1R b KQkq - 0 1,"['d7d5', 'b8c6']","[1, 2]"
rnbqk1nr/pp2ppbp/6p1/2pp4/4PP2/3P1N2/PPP3PP/RNBQKB1R w KQkq d6 0 1,['f1e2'],[1]
rnbqk1nr/pp2ppbp/6p1/2pp4/4PP2/3P1N2/PPP1B1PP/RNBQK2R b KQkq - 0 1,['b8c6'],[1]
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/2N2P2/PP2P1PP/R1BQKBNR w KQkq - 0 1,['e2e4'],[1]
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQkq e3 0 1,['d7d5'],[7]
rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq d6 0 1,['e2e3'],[7]
rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 1,"['f8e7', 'f8d6']","[6, 1]"
rnbqkbnr/ppp2p1p/3p2p1/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 1,['d2d4'],[4]
rnbqkbnr/ppp2p1p/3p2p1/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq d3 0 1,"['e5d4', 'b8d7', 'b8c6', 'f8g7']","[1, 4, 1, 1]"
rnbqkbnr/ppp2p1p/3p2p1/8/2Pp4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,['f3d4'],[1]
rnbqkbnr/ppp2p1p/3p2p1/8/2PN4/2N5/PP2PPPP/R1BQKB1R b KQkq - 0 1,['f8g7'],[1]
rnbqk2r/ppp1nppp/4p3/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,"['c1d2', 'd1c2', 'e2e3']","[1, 2, 4]"
rnbqk2r/ppp1nppp/4p3/3p4/1bPP4/2N2N2/PP1BPPPP/R2QKB1R b KQkq - 0 1,['c7c5'],[1]
rnbqkb1r/2pp1ppp/p3pn2/1p6/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq d3 0 1,['c8b7'],[1]
rnbqk1nr/1ppp1ppp/8/p2N4/1bP1p3/5N2/PP1PPPPP/R1BQKB1R w KQkq - 0 1,['f3d4'],[1]
rnbqk1nr/1ppp1ppp/8/p2N4/1bPNp3/8/PP1PPPPP/R1BQKB1R b KQkq - 0 1,['g8f6'],[1]
rnbqk1nr/pp1pppbp/6p1/2P5/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 1,['d8a5'],[3]
rnb1k1nr/pp1pppbp/6p1/q1P5/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 1,"['c2c3', 'b1c3']","[2, 1]"
rnb1k1nr/pp1pppbp/6p1/q1P5/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,['a5c5'],[2]
r1bqkbnr/p2p1ppp/1pn1p3/1Bp5/4P3/1P3N2/PBPP1PPP/RN1QK2R b KQkq - 0 1,['c8b7'],[1]
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/1Q4P1/PP1PPPBP/RNB1K1NR b KQkq - 0 1,['d5d4'],[1]
rnbqkb1r/pp2pppp/2p2n2/8/2Pp4/1Q4P1/PP1PPPBP/RNB1K1NR w KQkq - 0 1,['g1f3'],[1]
rnbqkb1r/pp2pppp/2p2n2/8/2Pp4/1Q3NP1/PP1PPPBP/RNB1K2R b KQkq - 0 1,['g7g6'],[1]
rnbqk2r/ppp1ppbp/5npB/3p4/3P4/2N5/PPPQPPPP/R3KBNR b KQkq - 0 1,"['g7h6', 'e8h8']","[2, 2]"
r1bqk1nr/pppp1ppp/2n5/2b1p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 0 1,['d7d6'],[1]
r1bqk1nr/ppp2ppp/2np4/2b1p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 1,['f1g2'],[1]
r1bqk1nr/ppp2ppp/2np4/2b1p3/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 0 1,['g8f6'],[2]
rn1qkb1r/ppp2ppp/4pn2/3p1b2/8/3P1NP1/PPPNPPBP/R1BQK2R b KQkq - 0 1,['h7h6'],[4]
rn1qkbnr/pp2pppp/2p5/8/1PPp2b1/1Q3N2/P2PPPPP/RNB1KB1R w KQkq - 0 1,['g2g3'],[1]
rn1qkbnr/pp2pppp/2p5/8/1PPp2b1/1Q3NP1/P2PPP1P/RNB1KB1R b KQkq - 0 1,['g4f3'],[1]
rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq d3 0 1,['c5d4'],[4]
rnbqk1nr/pp1pppbp/6p1/8/2Pp4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 1,['f3d4'],[4]
rnbqk1nr/pp1pppbp/6p1/8/2PN4/6P1/PP2PP1P/RNBQKB1R b KQkq - 0 1,"['b8c6', 'd7d5']","[3, 1]"
r1bqkbnr/pppp2pp/2n5/4pp2/4P3/3P1NP1/PPP2P1P/RNBQKB1R b KQkq - 0 1,['g8f6'],[1]
r1bqkb1r/pppp2pp/2n2n2/4pp2/4P3/3P1NP1/PPP2P1P/RNBQKB1R w KQkq - 0 1,['f1g2'],[1]
r1bqkb1r/pppp2pp/2n2n2/4pp2/4P3/3P1NP1/PPP2PBP/RNBQK2R b KQkq - 0 1,['f5e4'],[1]
rn1qkbnr/pbpppppp/8/1p6/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 0 1,['e7e6'],[1]
rn1qkbnr/pbpp1ppp/4p3/1p6/3PP3/3B4/PPP2PPP/RNBQK1NR w KQkq - 0 1,['g1f3'],[1]
rn1qkbnr/pbpp1ppp/4p3/1p6/3PP3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['c7c5'],[1]
rn1qkbnr/pb1p1ppp/4p3/1pp5/3PP3/3B1N2/PPP2PPP/RNBQK2R w KQkq c6 0 1,['c2c3'],[1]
rn1qkbnr/pb1p1ppp/4p3/1pp5/3PP3/2PB1N2/PP3PPP/RNBQK2R b KQkq - 0 1,['a7a6'],[1]
r1bqkb1r/pppppppp/2n5/8/3PnB2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 1,['g1f3'],[1]
r1bqkb1r/pppppppp/2n5/8/3PnB2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 0 1,['d7d5'],[1]
r1bqkb1r/ppp1pppp/2n5/3p4/3PnB2/5N2/PPP1PPPP/RN1QKB1R w KQkq d6 0 1,['e2e3'],[1]
r1bqkb1r/ppp1pppp/2n5/3p4/3PnB2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 1,['c8g4'],[1]
rnb1kb1r/pppp1pp1/4pq1p/8/3PP3/8/PPPQ1PPP/RN2KBNR b KQkq - 0 1,"['d7d5', 'b7b6']","[1, 1]"
rnbqkb1r/p2p1ppp/1pp1pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w KQkq - 0 1,['b1c3'],[3]
rnbqkb1r/p2p1ppp/1pp1pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 0 1,['d7d5'],[3]
rnbqkb1r/p1pp1ppp/4pn2/1p6/8/3P1NP1/PPP1PPBP/RNBQK2R b KQkq - 0 1,['c8b7'],[1]
rn1qkb1r/pbpp1ppp/4pn2/1p6/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 0 1,['e1h1'],[5]
rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/3P2P1/PP2PPBP/RNBQK1NR w KQkq - 0 1,['d1a4'],[1]
rnbqkb1r/pp2pp1p/2p2np1/3p4/Q1P5/3P2P1/PP2PPBP/RNB1K1NR b KQkq - 0 1,['d5d4'],[1]
rnb1kbnr/pp3ppp/4p3/2pq4/8/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 1,['b1c3'],[1]
rnb1kbnr/pp3ppp/4p3/2pq4/8/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq - 0 1,['d5d7'],[1]
rn1qkb1r/pbpppppp/1p3n2/8/2PP4/P1N5/1P2PPPP/R1BQKBNR b KQkq - 0 1,"['e7e6', 'g7g6']","[1, 1]"
